File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2ContactSolver.cpp,b2ContactSolver::WarmStart(),37,31,27,2,5,0,1,2,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2ContactSolver.cpp,b2ContactSolver::SolveVelocityConstraints(),307,159,135,13,57,0,91,478,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2ContactSolver.cpp,b2ContactSolver::StoreImpulses(),12,11,7,2,1,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2ContactSolver.cpp,b2ContactSolver::SolvePositionConstraints(),75,50,46,3,18,0,7,34,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2ContactSolver.cpp,"b2ContactSolver::SolveTOIPositionConstraints(int32 toiIndexA, int32 toiIndexB)",87,60,52,5,20,0,7,34,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2EdgeAndCircleContact.cpp,"b2EdgeAndCircleContact::Create(b2Fixture* fixtureA, int32, b2Fixture* fixtureB, int32, b2BlockAllocator* allocator)",3,3,3,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2EdgeAndCircleContact.cpp,"b2EdgeAndCircleContact::Destroy(b2Contact* contact, b2BlockAllocator* allocator)",3,3,3,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2EdgeAndCircleContact.cpp,"b2EdgeAndCircleContact::b2EdgeAndCircleContact(b2Fixture* fixtureA, b2Fixture* fixtureB)",3,3,3,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2EdgeAndCircleContact.cpp,"b2EdgeAndCircleContact::Evaluate(b2Manifold* manifold, const b2Transform& xfA, const b2Transform& xfB)",4,4,2,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2EdgeAndPolygonContact.cpp,"b2EdgeAndPolygonContact::Create(b2Fixture* fixtureA, int32, b2Fixture* fixtureB, int32, b2BlockAllocator* allocator)",3,3,3,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2EdgeAndPolygonContact.cpp,"b2EdgeAndPolygonContact::Destroy(b2Contact* contact, b2BlockAllocator* allocator)",3,3,3,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2EdgeAndPolygonContact.cpp,"b2EdgeAndPolygonContact::b2EdgeAndPolygonContact(b2Fixture* fixtureA, b2Fixture* fixtureB)",3,3,3,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2EdgeAndPolygonContact.cpp,"b2EdgeAndPolygonContact::Evaluate(b2Manifold* manifold, const b2Transform& xfA, const b2Transform& xfB)",4,4,2,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2PolygonAndCircleContact.cpp,"b2PolygonAndCircleContact::Create(b2Fixture* fixtureA, int32, b2Fixture* fixtureB, int32, b2BlockAllocator* allocator)",3,3,3,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2PolygonAndCircleContact.cpp,"b2PolygonAndCircleContact::Destroy(b2Contact* contact, b2BlockAllocator* allocator)",3,3,3,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2PolygonAndCircleContact.cpp,"b2PolygonAndCircleContact::b2PolygonAndCircleContact(b2Fixture* fixtureA, b2Fixture* fixtureB)",3,3,3,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2PolygonAndCircleContact.cpp,"b2PolygonAndCircleContact::Evaluate(b2Manifold* manifold, const b2Transform& xfA, const b2Transform& xfB)",4,4,2,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2PolygonContact.cpp,"b2PolygonContact::Create(b2Fixture* fixtureA, int32, b2Fixture* fixtureB, int32, b2BlockAllocator* allocator)",3,3,3,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2PolygonContact.cpp,"b2PolygonContact::Destroy(b2Contact* contact, b2BlockAllocator* allocator)",3,3,3,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2PolygonContact.cpp,"b2PolygonContact::b2PolygonContact(b2Fixture* fixtureA, b2Fixture* fixtureB)",3,3,3,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2PolygonContact.cpp,"b2PolygonContact::Evaluate(b2Manifold* manifold, const b2Transform& xfA, const b2Transform& xfB)",4,4,2,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2Contact.h,"b2MixFriction(float32 friction1, float32 friction2)",2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2Contact.h,"b2MixRestitution(float32 restitution1, float32 restitution2)",2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2Contact.h,b2Contact::GetManifold(),2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2Contact.h,b2Contact::GetManifold() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2Contact.h,b2Contact::GetWorldManifold(b2WorldManifold* worldManifold) const,7,6,6,0,1,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2Contact.h,b2Contact::SetEnabled(bool flag),9,9,5,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2Contact.h,b2Contact::IsEnabled() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2Contact.h,b2Contact::IsTouching() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2Contact.h,b2Contact::GetNext(),2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2Contact.h,b2Contact::GetNext() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2Contact.h,b2Contact::GetFixtureA(),2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2Contact.h,b2Contact::GetFixtureA() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2Contact.h,b2Contact::GetFixtureB(),2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2Contact.h,b2Contact::GetChildIndexA() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2Contact.h,b2Contact::GetFixtureB() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2Contact.h,b2Contact::GetChildIndexB() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2Contact.h,b2Contact::FlagForFiltering(),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2Contact.h,b2Contact::SetFriction(float32 friction),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2Contact.h,b2Contact::GetFriction() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2Contact.h,b2Contact::ResetFriction(),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2Contact.h,b2Contact::SetRestitution(float32 restitution),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2Contact.h,b2Contact::GetRestitution() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2Contact.h,b2Contact::ResetRestitution(),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2Contact.h,b2Contact::SetTangentSpeed(float32 speed),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Contacts\b2Contact.h,b2Contact::GetTangentSpeed() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2DistanceJoint.cpp,"b2DistanceJointDef::Initialize(b2Body* b1, b2Body* b2, const b2Vec2& anchor1, const b2Vec2& anchor2)",7,7,7,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2DistanceJoint.cpp,b2DistanceJoint::b2DistanceJoint(const b2DistanceJointDef* def),9,9,9,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2DistanceJoint.cpp,b2DistanceJoint::InitVelocityConstraints(const b2SolverData& data),92,69,57,3,16,0,7,23,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2DistanceJoint.cpp,b2DistanceJoint::SolveVelocityConstraints(const b2SolverData& data),24,19,19,0,4,0,1,7,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2DistanceJoint.cpp,b2DistanceJoint::SolvePositionConstraints(const b2SolverData& data),36,27,25,3,8,0,1,9,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2DistanceJoint.cpp,b2DistanceJoint::GetAnchorA() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2DistanceJoint.cpp,b2DistanceJoint::GetAnchorB() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2DistanceJoint.cpp,b2DistanceJoint::GetReactionForce(float32 inv_dt) const,3,3,3,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2DistanceJoint.cpp,b2DistanceJoint::GetReactionTorque(float32 inv_dt) const,3,3,3,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2DistanceJoint.cpp,b2DistanceJoint::Dump(),14,13,13,0,1,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2FrictionJoint.cpp,"b2FrictionJointDef::Initialize(b2Body* bA, b2Body* bB, const b2Vec2& anchor)",5,5,5,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2FrictionJoint.cpp,b2FrictionJoint::b2FrictionJoint(const b2FrictionJointDef* def),9,7,7,0,2,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2FrictionJoint.cpp,b2FrictionJoint::InitVelocityConstraints(const b2SolverData& data),72,50,44,2,13,0,9,43,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2FrictionJoint.cpp,b2FrictionJoint::SolveVelocityConstraints(const b2SolverData& data),54,39,35,1,13,0,2,6,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2FrictionJoint.cpp,b2FrictionJoint::SolvePositionConstraints(const b2SolverData& data),4,3,3,1,1,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2FrictionJoint.cpp,b2FrictionJoint::GetAnchorA() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2FrictionJoint.cpp,b2FrictionJoint::GetAnchorB() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2FrictionJoint.cpp,b2FrictionJoint::GetReactionForce(float32 inv_dt) const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2FrictionJoint.cpp,b2FrictionJoint::GetReactionTorque(float32 inv_dt) const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2FrictionJoint.cpp,b2FrictionJoint::SetMaxForce(float32 force),3,3,3,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2FrictionJoint.cpp,b2FrictionJoint::GetMaxForce() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2FrictionJoint.cpp,b2FrictionJoint::SetMaxTorque(float32 torque),3,3,3,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2FrictionJoint.cpp,b2FrictionJoint::GetMaxTorque() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2FrictionJoint.cpp,b2FrictionJoint::Dump(),13,12,12,0,1,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2GearJoint.cpp,b2GearJoint::b2GearJoint(const b2GearJointDef* def),83,63,55,2,17,0,3,20,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2GearJoint.cpp,b2GearJoint::InitVelocityConstraints(const b2SolverData& data),101,89,77,3,11,0,1,3,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2GearJoint.cpp,b2GearJoint::SolveVelocityConstraints(const b2SolverData& data),33,29,29,0,4,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2GearJoint.cpp,b2GearJoint::SolvePositionConstraints(const b2SolverData& data),96,80,70,4,15,0,1,3,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2GearJoint.cpp,b2GearJoint::GetAnchorA() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2GearJoint.cpp,b2GearJoint::GetAnchorB() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2GearJoint.cpp,b2GearJoint::GetReactionForce(float32 inv_dt) const,3,3,3,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2GearJoint.cpp,b2GearJoint::GetReactionTorque(float32 inv_dt) const,3,3,3,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2GearJoint.cpp,b2GearJoint::SetRatio(float32 ratio),3,3,3,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2GearJoint.cpp,b2GearJoint::GetRatio() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2GearJoint.cpp,b2GearJoint::Dump(),15,13,13,0,2,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2Joint.cpp,"b2Joint::Create(const b2JointDef* def, b2BlockAllocator* allocator)",88,75,50,14,13,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2Joint.cpp,"b2Joint::Destroy(b2Joint* joint, b2BlockAllocator* allocator)",52,41,27,13,11,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2Joint.cpp,b2Joint::b2Joint(const b2JointDef* def),22,19,19,0,3,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2Joint.cpp,b2Joint::IsActive() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2MotorJoint.cpp,"b2MotorJointDef::Initialize(b2Body* bA, b2Body* bB)",9,8,8,0,1,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2MotorJoint.cpp,b2MotorJoint::b2MotorJoint(const b2MotorJointDef* def),10,8,8,0,2,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2MotorJoint.cpp,b2MotorJoint::InitVelocityConstraints(const b2SolverData& data),77,54,48,2,14,0,9,43,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2MotorJoint.cpp,b2MotorJoint::SolveVelocityConstraints(const b2SolverData& data),55,40,36,1,13,0,2,6,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2MotorJoint.cpp,b2MotorJoint::SolvePositionConstraints(const b2SolverData& data),4,3,3,1,1,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2MotorJoint.cpp,b2MotorJoint::GetAnchorA() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2MotorJoint.cpp,b2MotorJoint::GetAnchorB() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2MotorJoint.cpp,b2MotorJoint::GetReactionForce(float32 inv_dt) const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2MotorJoint.cpp,b2MotorJoint::GetReactionTorque(float32 inv_dt) const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2MotorJoint.cpp,b2MotorJoint::SetMaxForce(float32 force),3,3,3,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2MotorJoint.cpp,b2MotorJoint::GetMaxForce() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2MotorJoint.cpp,b2MotorJoint::SetMaxTorque(float32 torque),3,3,3,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2MotorJoint.cpp,b2MotorJoint::GetMaxTorque() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2MotorJoint.cpp,b2MotorJoint::SetCorrectionFactor(float32 factor),3,3,3,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2MotorJoint.cpp,b2MotorJoint::GetCorrectionFactor() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2MotorJoint.cpp,b2MotorJoint::SetLinearOffset(const b2Vec2& linearOffset),7,7,5,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2MotorJoint.cpp,b2MotorJoint::GetLinearOffset() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2MotorJoint.cpp,b2MotorJoint::SetAngularOffset(float32 angularOffset),7,7,5,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2MotorJoint.cpp,b2MotorJoint::GetAngularOffset() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2MotorJoint.cpp,b2MotorJoint::Dump(),14,13,13,0,1,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2MouseJoint.cpp,b2MouseJoint::b2MouseJoint(const b2MouseJointDef* def),17,13,13,0,4,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2MouseJoint.cpp,b2MouseJoint::SetTarget(const b2Vec2& target),6,6,4,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2MouseJoint.cpp,b2MouseJoint::GetTarget() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2MouseJoint.cpp,b2MouseJoint::SetMaxForce(float32 force),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2MouseJoint.cpp,b2MouseJoint::GetMaxForce() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2MouseJoint.cpp,b2MouseJoint::SetFrequency(float32 hz),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2MouseJoint.cpp,b2MouseJoint::GetFrequency() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2MouseJoint.cpp,b2MouseJoint::SetDampingRatio(float32 ratio),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2MouseJoint.cpp,b2MouseJoint::GetDampingRatio() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2MouseJoint.cpp,b2MouseJoint::InitVelocityConstraints(const b2SolverData& data),69,44,38,2,14,0,11,68,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2MouseJoint.cpp,b2MouseJoint::SolveVelocityConstraints(const b2SolverData& data),22,17,15,1,4,0,1,6,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2MouseJoint.cpp,b2MouseJoint::SolvePositionConstraints(const b2SolverData& data),3,3,3,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2MouseJoint.cpp,b2MouseJoint::GetAnchorA() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2MouseJoint.cpp,b2MouseJoint::GetAnchorB() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2MouseJoint.cpp,b2MouseJoint::GetReactionForce(float32 inv_dt) const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2MouseJoint.cpp,b2MouseJoint::GetReactionTorque(float32 inv_dt) const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2MouseJoint.cpp,b2MouseJoint::ShiftOrigin(const b2Vec2& newOrigin),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PrismaticJoint.cpp,"b2PrismaticJointDef::Initialize(b2Body* bA, b2Body* bB, const b2Vec2& anchor, const b2Vec2& axis)",7,7,7,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PrismaticJoint.cpp,b2PrismaticJoint::b2PrismaticJoint(const b2PrismaticJointDef* def),22,19,19,0,3,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PrismaticJoint.cpp,b2PrismaticJoint::InitVelocityConstraints(const b2SolverData& data),134,110,82,8,18,0,6,27,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PrismaticJoint.cpp,b2PrismaticJoint::SolveVelocityConstraints(const b2SolverData& data),94,72,62,3,18,0,4,36,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PrismaticJoint.cpp,b2PrismaticJoint::SolvePositionConstraints(const b2SolverData& data),121,98,82,6,18,0,5,26,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PrismaticJoint.cpp,b2PrismaticJoint::GetAnchorA() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PrismaticJoint.cpp,b2PrismaticJoint::GetAnchorB() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PrismaticJoint.cpp,b2PrismaticJoint::GetReactionForce(float32 inv_dt) const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PrismaticJoint.cpp,b2PrismaticJoint::GetReactionTorque(float32 inv_dt) const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PrismaticJoint.cpp,b2PrismaticJoint::GetJointTranslation() const,8,7,7,1,1,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PrismaticJoint.cpp,b2PrismaticJoint::GetJointSpeed() const,18,15,15,1,3,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PrismaticJoint.cpp,b2PrismaticJoint::IsLimitEnabled() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PrismaticJoint.cpp,b2PrismaticJoint::EnableLimit(bool flag),8,8,6,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PrismaticJoint.cpp,b2PrismaticJoint::GetLowerLimit() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PrismaticJoint.cpp,b2PrismaticJoint::GetUpperLimit() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PrismaticJoint.cpp,"b2PrismaticJoint::SetLimits(float32 lower, float32 upper)",10,10,8,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PrismaticJoint.cpp,b2PrismaticJoint::IsMotorEnabled() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PrismaticJoint.cpp,b2PrismaticJoint::EnableMotor(bool flag),4,4,4,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PrismaticJoint.cpp,b2PrismaticJoint::SetMotorSpeed(float32 speed),4,4,4,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PrismaticJoint.cpp,b2PrismaticJoint::SetMaxMotorForce(float32 force),4,4,4,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PrismaticJoint.cpp,b2PrismaticJoint::GetMotorForce(float32 inv_dt) const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PrismaticJoint.cpp,b2PrismaticJoint::Dump(),19,18,18,0,1,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PulleyJoint.cpp,"b2PulleyJointDef::Initialize(b2Body* bA, b2Body* bB, const b2Vec2& groundA, const b2Vec2& groundB, const b2Vec2& anchorA, const b2Vec2& anchorB, float32 r)",13,13,13,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PulleyJoint.cpp,b2PulleyJoint::b2PulleyJoint(const b2PulleyJointDef* def),15,11,11,0,4,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PulleyJoint.cpp,b2PulleyJoint::InitVelocityConstraints(const b2SolverData& data),87,67,53,4,16,0,4,16,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PulleyJoint.cpp,b2PulleyJoint::SolveVelocityConstraints(const b2SolverData& data),24,20,20,0,4,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PulleyJoint.cpp,b2PulleyJoint::SolvePositionConstraints(const b2SolverData& data),69,51,41,4,16,0,2,7,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PulleyJoint.cpp,b2PulleyJoint::GetAnchorA() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PulleyJoint.cpp,b2PulleyJoint::GetAnchorB() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PulleyJoint.cpp,b2PulleyJoint::GetReactionForce(float32 inv_dt) const,3,3,3,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PulleyJoint.cpp,b2PulleyJoint::GetReactionTorque(float32 inv_dt) const,3,3,3,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PulleyJoint.cpp,b2PulleyJoint::GetGroundAnchorA() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PulleyJoint.cpp,b2PulleyJoint::GetGroundAnchorB() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PulleyJoint.cpp,b2PulleyJoint::GetLengthA() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PulleyJoint.cpp,b2PulleyJoint::GetLengthB() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PulleyJoint.cpp,b2PulleyJoint::GetRatio() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PulleyJoint.cpp,b2PulleyJoint::GetCurrentLengthA() const,5,5,5,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PulleyJoint.cpp,b2PulleyJoint::GetCurrentLengthB() const,5,5,5,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PulleyJoint.cpp,b2PulleyJoint::Dump(),16,15,15,0,1,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2PulleyJoint.cpp,b2PulleyJoint::ShiftOrigin(const b2Vec2& newOrigin),3,3,3,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Dynamics\Joints\b2RevoluteJoint.cpp,"b2RevoluteJointDef::Initialize(b2Body* bA, b2Body* bB, const b2Vec2& anchor)",6,6,6,0,0,0,0,0,
